Full_Name,Specialty,Add_Specialty,Full_Address,Practice,Address,City,State,Zip,Phone,URL
"Dmitriy Romanenko, MD",Obstetrics and Gynecology,,"Crown Medical545 S. Alvarado St., E Los Angeles, CA 90280",Crown Medical,"545 S. Alvarado St., E Los Angeles, CA 90280",Los Angeles,CA,90280,562-904-6033,https://www.stfrancismedicalcenter.com/find-a-provider/dmitriy-romanenko-md/
"Dennis J.. Sanchez, MD",Family Medicine,,"3529 Firestone Blvd.South Gate, CA 90280",,"3529 Firestone Blvd.South Gate, CA 90280",South Gate,CA,90280,323-566-1700,https://www.stfrancismedicalcenter.com/find-a-provider/dennis-j-sanchez-md/
"Antonio N.. Romero, MD",Orthopaedic Surgery- Spine,Orthopaedic Surgery,"10230 E. Artesia Blvd, Suite 209 Bellflower, CA 90706",,"10230 E. Artesia Blvd, Suite 209 Bellflower, CA 90706",Bellflower,CA,90706,323-749-6555,https://www.stfrancismedicalcenter.com/find-a-provider/antonio-n-romero-md/
"David S.. Rosenberg, MD",Plastic Surgery,,"Rosenberg Plastic Surgery145 N Roberson BlvdBeverly Hills, CA 90211",Rosenberg Plastic Surgery,"145 N Roberson BlvdBeverly Hills, CA 90211",Beverly Hills,CA,90211,310-295-7925,https://www.stfrancismedicalcenter.com/find-a-provider/david-s-rosenberg-md/
"Ginni S.. Rosenfeld, MD",Maternal Fetal Medicine,Obstetrics & Gynecology - Gynecologic Oncology,"Ginni Rosenfield MD Inc575 E. Hardy St., Suite 212 Inglewood, CA 90301",Ginni Rosenfield MD Inc,"575 E. Hardy St., Suite 212 Inglewood, CA 90301",Inglewood,CA,90301,310-742-2245,https://www.stfrancismedicalcenter.com/find-a-provider/ginni-s-rosenfeld-md/
"Ronald F.. Rosso, MD",Plastic Surgery,,"Peninsula Plastic Surgery3400 Lomita, Suite 306 Torrance, CA 90505",Peninsula Plastic Surgery,"3400 Lomita, Suite 306 Torrance, CA 90505",Torrance,CA,90505,310-326-3636,https://www.stfrancismedicalcenter.com/find-a-provider/ronald-f-rosso-md/
"Arunpal S.. Sehgal, MD",Pulmonary Medicine,Internal Medicine,"3621 MLK Jr. Blvd., Suite #6 Lynwood, CA 90262",,"3621 MLK Jr. Blvd., Suite #6 Lynwood, CA 90262",Lynwood,CA,90262,310-638-9977,https://www.stfrancismedicalcenter.com/find-a-provider/arunpal-s-sehgal-md/
"Natalie Seiser, MD",General Surgical Oncology,General Surgery,"3628 E. Imperial Highway, Suite 103 Lynwood, CA 90262",,"3628 E. Imperial Highway, Suite 103 Lynwood, CA 90262",Lynwood,CA,90262,310-900-5010,https://www.stfrancismedicalcenter.com/find-a-provider/natalie-seiser-md/
"Pradeep K.. Selvan, MD",Vascular Neurology,,"501 E Hardy St., Ste 315 Inglewood, CA 90301",,"501 E Hardy St., Ste 315 Inglewood, CA 90301",Inglewood,CA,90301,310-419-8610,https://www.stfrancismedicalcenter.com/find-a-provider/pradeep-k-selvan-md/
"Jamshid Shafai, MD",Pediatrics,,"7601 Atlantic Ave.Cudahy, CA 90201",,"7601 Atlantic Ave.Cudahy, CA 90201",Cudahy,CA,90201,323-562-3500,https://www.stfrancismedicalcenter.com/find-a-provider/jamshid-shafai-md/
"Paurush L.. Shah, MD",Gastroenterology,,"Applecare11525 Brookshire Ave, Ste 300 Downey, CA 90241",Applecare,"11525 Brookshire Ave, Ste 300 Downey, CA 90241",Downey,CA,90241,562-869-1070,https://www.stfrancismedicalcenter.com/find-a-provider/paurush-l-shah-md/
"Mona M.. Shah, MD",General Surgery,,"3628 E. Imperial Hwy., Suite 103 Lynwood, CA 90262",,"3628 E. Imperial Hwy., Suite 103 Lynwood, CA 90262",Lynwood,CA,90262,562-543-7056,https://www.stfrancismedicalcenter.com/find-a-provider/mona-m-shah-md/
"Anil Sharma, MD",Psychiatry,,"Alliance for Wellness / SoCal Mental Health14860 Roscoe Blvd, Suite 307 Panorama City, CA 91402",Alliance for Wellness / SoCal Mental Health,"14860 Roscoe Blvd, Suite 307 Panorama City, CA 91402",Panorama City,CA,91402,747-998-0387,https://www.stfrancismedicalcenter.com/find-a-provider/anil-sharma-md/
"Mona S.. Shah, MD",Internal Medicine,,"1600 S. Gaffey St.San Pedro, CA 90731",,"1600 S. Gaffey St.San Pedro, CA 90731",San Pedro,CA,90731,310-548-0201,https://www.stfrancismedicalcenter.com/find-a-provider/mona-s-shah-md/
"Neha Sharma, MD",Internal Medicine,,"Applecare11525 Brookshire Ave, Ste 300 Downey, CA 90241",Applecare,"11525 Brookshire Ave, Ste 300 Downey, CA 90241",Downey,CA,90241,562-869-1070,https://www.stfrancismedicalcenter.com/find-a-provider/neha-sharma-md/
"Almaas A.. Shaikh, MD",Surgical Critical Care,General Surgery,"3737 Martin Luther King J, Suite 301 Lynwood, CA 90262",,"3737 Martin Luther King J, Suite 301 Lynwood, CA 90262",Lynwood,CA,90262,424-403-4778,https://www.stfrancismedicalcenter.com/find-a-provider/almaas-a-shaikh-md/
"Sylvia J.. Shaw, MD","Endocrinology, Diabetes and Metabolism",Internal Medicine,"3621 MLK Jr. Blvd., Suite 6 Lynwood, CA 90262",,"3621 MLK Jr. Blvd., Suite 6 Lynwood, CA 90262",Lynwood,CA,90262,310-537-6397,https://www.stfrancismedicalcenter.com/find-a-provider/sylvia-j-shaw-md/
"Maya C.. Shammas, MD",Ophthalmology,,"3510 E. MLK Jr. Blvd.Lynwood, CA 90262",,"3510 E. MLK Jr. Blvd.Lynwood, CA 90262",Lynwood,CA,90262,310-638-9391,https://www.stfrancismedicalcenter.com/find-a-provider/maya-c-shammas-md/
"Emile G.. Shenouda, MD",Pediatrics,,"10132 California Ave.South Gate, CA 90280",,"10132 California Ave.South Gate, CA 90280",South Gate,CA,90280,323-566-4411,https://www.stfrancismedicalcenter.com/find-a-provider/emile-g-shenouda-md/
"Hanna F.. Shammas, MD",Ophthalmology,,"3510 E. MLK Jr. Blvd.Lynwood, CA 90262",,"3510 E. MLK Jr. Blvd.Lynwood, CA 90262",Lynwood,CA,90262,310-638-9391,https://www.stfrancismedicalcenter.com/find-a-provider/hanna-f-shammas-md/
"Tchaka B.. Shepherd, MD",Surgical Critical Care,General Surgery,"3737 Martin Luther King Jr. Blvd., Suite 301 Lynwood, CA 90262",,"3737 Martin Luther King Jr. Blvd., Suite 301 Lynwood, CA 90262",Lynwood,CA,90262,424-403-4778,https://www.stfrancismedicalcenter.com/find-a-provider/tchaka-b-shepherd-md/
"Reza Sharafi, MD",Internal Medicine,,"11544 Downey Ave.Downey, CA 90241",,"11544 Downey Ave.Downey, CA 90241",Downey,CA,90241,562-922-2020,https://www.stfrancismedicalcenter.com/find-a-provider/reza-sharafi-md/
"Imran M.. Siddiqui, MD",Internal Medicine,,"Epic Medical Group4955 Van Nuys Blvd, Ste 308 Sherman Oaks, CA 91403",Epic Medical Group,"4955 Van Nuys Blvd, Ste 308 Sherman Oaks, CA 91403",Sherman Oaks,CA,91403,657-276-7080,https://www.stfrancismedicalcenter.com/find-a-provider/imran-m-siddiqui-md/
"Imran Sharief, MD",Critical Care Medicine,,"PMP Medical Corporation  (Contract - ICU Intensivists)3630 E. Imperial Hwy.Lynwood, CA 90262",PMP Medical Corporation  (Contract - ICU Intensivists),"3630 E. Imperial Hwy.Lynwood, CA 90262",Lynwood,CA,90262,310-900-8090,https://www.stfrancismedicalcenter.com/find-a-provider/imran-sharief-md/
"Andrew H.. Singleton, MD",Surgical Critical Care,,"Desert Trauma Surgeons3628 E. Imperial Hwy, Suite 408Lynwood, CA 90262",Desert Trauma Surgeons,"3628 E. Imperial Hwy, Suite 408Lynwood, CA 90262",Lynwood,CA,90262,310-554-4127,https://www.stfrancismedicalcenter.com/find-a-provider/andrew-h-singleton-md/
"Jack H.. Sills, MD",Neonatal-Perinatal Medicine,Pediatrics,"1201 W. La Veta Ave.Orange, CA 92868",,"1201 W. La Veta Ave.Orange, CA 92868",Orange,CA,92868,714-509-8632,https://www.stfrancismedicalcenter.com/find-a-provider/jack-h-sills-md/
"Sanjay P.. Sinha, MD",Pediatric Cardiology,Pediatrics,"1201 W. La Veta Ave.Orange, CA 92868",,"1201 W. La Veta Ave.Orange, CA 92868",Orange,CA,92868,714-509-3939,https://www.stfrancismedicalcenter.com/find-a-provider/sanjay-p-sinha-md/
"Jessica B.. Simpson, MD",Obstetrics and Gynecology,,"8077 Florence Ave #112Downey, CA 90240",,"8077 Florence Ave #112Downey, CA 90240",Downey,CA,90240,562-904-6031,https://www.stfrancismedicalcenter.com/find-a-provider/jessica-b-simpson-md/
"Brittany N.. Slaughter, PA",Physician Assistant,,"Vituity3630 E. Imperial Hwy., Emergency Department Lynwood, CA 90262",Vituity,"3630 E. Imperial Hwy., Emergency Department Lynwood, CA 90262",Lynwood,CA,90262,310-900-4534,https://www.stfrancismedicalcenter.com/find-a-provider/brittany-n-slaughter-pa/
"Edward H.. Sims, MD",Surgical Critical Care,,"3625 MLK Jr. Blvd., Suite 9 Lynwood, CA 90262",,"3625 MLK Jr. Blvd., Suite 9 Lynwood, CA 90262",Lynwood,CA,90262,310-631-9073,https://www.stfrancismedicalcenter.com/find-a-provider/edward-h-sims-md/
"Barbara A.. Smith, MD",Anesthesiology,,"Westside Pain Management, Inc.17822 Beach Blvd., Suite 300Huntington Beach, CA 92647","Westside Pain Management, Inc.","17822 Beach Blvd., Suite 300Huntington Beach, CA 92647",Huntington Beach,CA,92647,714-375-1122,https://www.stfrancismedicalcenter.com/find-a-provider/barbara-a-smith-md/
"Reddy S.. Singasani, MD",Critical Care Medicine,Nephrology,"Pulmonary Consultants and Wellness Center, Inc.8540 South Sepulveda Blvd, Suite 1010 Los Angeles, CA 90045","Pulmonary Consultants and Wellness Center, Inc.","8540 South Sepulveda Blvd, Suite 1010 Los Angeles, CA 90045",Los Angeles,CA,90045,310-295-0075,https://www.stfrancismedicalcenter.com/find-a-provider/reddy-s-singasani-md/
"Martin L.. Smith, DPM",Podiatrist,Wound Care,"903 W. 7th St.Oxnard, CA 93030",,"903 W. 7th St.Oxnard, CA 93030",Oxnard,CA,93030,805-263-4090,https://www.stfrancismedicalcenter.com/find-a-provider/martin-l-smith-dpm/
"Willy G.. Singh, DO",Nephrology,Internal Medicine,"Renal Medical Associates101 E. Beverly Blvd., Suite 304 Montebello, CA 90640",Renal Medical Associates,"101 E. Beverly Blvd., Suite 304 Montebello, CA 90640",Montebello,CA,90640,323-722-7418,https://www.stfrancismedicalcenter.com/find-a-provider/willy-g-singh-do/
"Tanya S.. Steward, NP",Nurse Practitioner,,"8043 2nd Ave, Ste 105 Downey, CA 90241",,"8043 2nd Ave, Ste 105 Downey, CA 90241",Downey,CA,90241,562-862-1134,https://www.stfrancismedicalcenter.com/find-a-provider/tanya-s-steward-np/
"Samad A.. Sohail, PA",Physician Assistant,,"Vituity3630 E. Imperial Hwy.Lynwood, CA 90262",Vituity,"3630 E. Imperial Hwy.Lynwood, CA 90262",Lynwood,CA,90262,310-900-4534,https://www.stfrancismedicalcenter.com/find-a-provider/samad-a-sohail-pa/
"Anantjit Singh, MD",Clinical Cardiac Electrophysiology,,"11544 Downey AvenueDowney, CA 90241",,"11544 Downey AvenueDowney, CA 90241",Downey,CA,90241,562-923-2466,https://www.stfrancismedicalcenter.com/find-a-provider/anantjit-singh-md/
"Jeffrey D.. Strickland, MD",Anesthesiology,,"SFMC - Anesthsia Department3630 E. Imperial Hwy.Lynwood, CA 90262",SFMC - Anesthsia Department,"3630 E. Imperial Hwy.Lynwood, CA 90262",Lynwood,CA,90262,310-900-2729,https://www.stfrancismedicalcenter.com/find-a-provider/jeffrey-d-strickland-md/
"Kaveh Soleimanpour, MD",Diagnostic Radiology,Nuclear Radiology,"Advanced TeleradiologyP.O. Box 53803Irvine, CA 92619",Advanced Teleradiology,"P.O. Box 53803Irvine, CA 92619",Irvine,CA,92619,888-225-0628,https://www.stfrancismedicalcenter.com/find-a-provider/kaveh-soleimanpour-md/
"Shantall L.. Strozier, CRNA",Certified Registered Nurse Anesthetist,,"3207, South Anchovy Avenue SAN PEDRO, CA 90732",,"3207, South Anchovy Avenue SAN PEDRO, CA 90732",SAN PEDRO,CA,90732,310-387-7018,https://www.stfrancismedicalcenter.com/find-a-provider/shantall-l-strozier-crna/
"Ernest R.. Soto, Tech",Psychiatry,,"St. Francis Medical Center3630 E. Imperial Highway, Tower Suite 3337 Lynwood, CA 90262",St. Francis Medical Center,"3630 E. Imperial Highway, Tower Suite 3337 Lynwood, CA 90262",Lynwood,CA,90262,310-900-8900,https://www.stfrancismedicalcenter.com/find-a-provider/ernest-r-soto-tech/
"Aaron M.. Strumwasser, MD",Surgical Critical Care,General Surgery,"Desert Trauma Surgeons3628 E. Imperial Hwy, Suite 408Lynwood, CA 90262",Desert Trauma Surgeons,"3628 E. Imperial Hwy, Suite 408Lynwood, CA 90262",Lynwood,CA,90262,310-554-4127,https://www.stfrancismedicalcenter.com/find-a-provider/aaron-m-strumwasser-md/
"Mahathep M.. Srikureja, DO",Anesthesiology,,"2021 Santa Monica Blvd. 540ESanta Monica, CA 90404",,"2021 Santa Monica Blvd. 540ESanta Monica, CA 90404",Santa Monica,CA,90404,626-235-5725,https://www.stfrancismedicalcenter.com/find-a-provider/mahathep-m-srikureja-do/
"Tiffany N.. Su, MD",Pain Medicine,,"Ajay Patel Md, Apmc10441 Lakewood Blvd Ste EDowney, CA 90241","Ajay Patel Md, Apmc","10441 Lakewood Blvd Ste EDowney, CA 90241",Downey,CA,90241,562-869-3585,https://www.stfrancismedicalcenter.com/find-a-provider/tiffany-n-su-md/
"Debra L.. Stafford, MD",Plastic Surgery,General Surgery,"6051 W. San Vicente Blvd.Los Angeles, CA 90036",,"6051 W. San Vicente Blvd.Los Angeles, CA 90036",Los Angeles,CA,90036,323-954-9161,https://www.stfrancismedicalcenter.com/find-a-provider/debra-l-stafford-md/
"Medardo C.. Supnet, MD",Neonatal-Perinatal Medicine,Pediatrics,"Pediatric Clinic3585 E. Imperial Hwy.Lynwood, CA 90262",Pediatric Clinic,"3585 E. Imperial Hwy.Lynwood, CA 90262",Lynwood,CA,90262,310-605-4260,https://www.stfrancismedicalcenter.com/find-a-provider/medardo-c-supnet-md/
"Malgorzata V.. Stanczyk, MD",General Surgery,,"432 E. 10th St.Long Beach, CA 90813",,"432 E. 10th St.Long Beach, CA 90813",Long Beach,CA,90813,562-491-7935,https://www.stfrancismedicalcenter.com/find-a-provider/malgorzata-v-stanczyk-md/
"Velen Tat, PA",Physician Assistant,,"Vituity3630 E. Imperial Hwy., Emergency Department Lynwood, CA 90262",Vituity,"3630 E. Imperial Hwy., Emergency Department Lynwood, CA 90262",Lynwood,CA,90262,310-900-4534,https://www.stfrancismedicalcenter.com/find-a-provider/velen-tat-pa/
"Albert K.. Szeto, MD",Diagnostic Radiology,,"SFMC - Radiology Dept3630 E. Imperial Hwy.Lynwood, CA 90262",SFMC - Radiology Dept,"3630 E. Imperial Hwy.Lynwood, CA 90262",Lynwood,CA,90262,310-900-2750,https://www.stfrancismedicalcenter.com/find-a-provider/albert-k-szeto-md/
"Donald V.. Stevenson, MD",Orthopaedic Surgery,,"4477 W. 118th St., Suite 403 Hawthorne, CA 90250",,"4477 W. 118th St., Suite 403 Hawthorne, CA 90250",Hawthorne,CA,90250,310-674-1211,https://www.stfrancismedicalcenter.com/find-a-provider/donald-v-stevenson-md/
"James M.. Tatum, MD",Surgical Critical Care,,"Desert Trauma Surgeons3628 E. Imperial Hwy, Suite 408Lynwood, CA 90262",Desert Trauma Surgeons,"3628 E. Imperial Hwy, Suite 408Lynwood, CA 90262",Lynwood,CA,90262,310-554-4127,https://www.stfrancismedicalcenter.com/find-a-provider/james-m-tatum-md/
"Meher F.. Tabatabai, MD",Infectious Disease,Internal Medicine,"3621 MLK Jr. Blvd., Suite 6 Lynwood, CA 90262",,"3621 MLK Jr. Blvd., Suite 6 Lynwood, CA 90262",Lynwood,CA,90262,310-537-1503,https://www.stfrancismedicalcenter.com/find-a-provider/meher-f-tabatabai-md/
"Karina G.. Tavakalyan, DPM",Podiatrist,Wound Care,"250 N Robertson Blvd., Suite 106 Beverly Hills, CA 90211",,"250 N Robertson Blvd., Suite 106 Beverly Hills, CA 90211",Beverly Hills,CA,90211,310-919-4179,https://www.stfrancismedicalcenter.com/find-a-provider/karina-g-tavakalyan-dpm/
"Christiana P.. Tai, MD",Pediatric Cardiology,Pediatrics,"Pacific Pediatric Cardi. Med. Group, INC50 Bellefontaine St., Suite 405 Pasadena, CA 91105","Pacific Pediatric Cardi. Med. Group, INC","50 Bellefontaine St., Suite 405 Pasadena, CA 91105",Pasadena,CA,91105,626-796-9259,https://www.stfrancismedicalcenter.com/find-a-provider/christiana-p-tai-md/
"Odette R.. Tawadrous, MD",Internal Medicine,,"3625 MLK Jr. Blvd., Suite 10 Lynwood, CA 90262",,"3625 MLK Jr. Blvd., Suite 10 Lynwood, CA 90262",Lynwood,CA,90262,310-223-1429,https://www.stfrancismedicalcenter.com/find-a-provider/odette-r-tawadrous-md/
"Chong H.. Tak, MD",Pediatrics,,"3628 E. Imperial Hwy., Suite 303 Lynwood, CA 90262",,"3628 E. Imperial Hwy., Suite 303 Lynwood, CA 90262",Lynwood,CA,90262,310-900-7360,https://www.stfrancismedicalcenter.com/find-a-provider/chong-h-tak-md/
"Khaled A.. Tawansy, MD",Ophthalmology,,"Children's Retina Institute7447 N. Figueroa St., Suite 200 Los Angeles, CA 90041",Children's Retina Institute,"7447 N. Figueroa St., Suite 200 Los Angeles, CA 90041",Los Angeles,CA,90041,323-257-3937,https://www.stfrancismedicalcenter.com/find-a-provider/khaled-a-tawansy-md/
"Kaushal R.. Tamboli, MD",Interventional Cardiology,,"Cardiovascular Medical Associates8317 Davis St., Suite A Downey, CA 90241",Cardiovascular Medical Associates,"8317 Davis St., Suite A Downey, CA 90241",Downey,CA,90241,562-869-1511,https://www.stfrancismedicalcenter.com/find-a-provider/kaushal-r-tamboli-md/
"Kiriaki F.. Taylor, PA",Physician Assistant,Wound Care,"4911 Van Nuys BlvdSherman Oaks, CA 91403",,"4911 Van Nuys BlvdSherman Oaks, CA 91403",Sherman Oaks,CA,91403,818-205-1995,https://www.stfrancismedicalcenter.com/find-a-provider/kiriaki-f-taylor-pa/
"Naureen Tareen, MD",Nephrology,Internal Medicine,"3625 MLK Jr. Blvd., Suite 2 Lynwood, CA 90262",,"3625 MLK Jr. Blvd., Suite 2 Lynwood, CA 90262",Lynwood,CA,90262,714-403-9942,https://www.stfrancismedicalcenter.com/find-a-provider/naureen-tareen-md/
"Phuong C.. Truong-Yue, MD",Obstetrics and Gynecology,,"8500 Florence Ave., Suite 200 Downey, CA 90240",,"8500 Florence Ave., Suite 200 Downey, CA 90240",Downey,CA,90240,562-869-4579,https://www.stfrancismedicalcenter.com/find-a-provider/phuong-c-truong-yue-md/
"Bhavik V.. Thakkar, MD",Internal Medicine,,"P.O. Box 1088Artesia, CA 90702",,"P.O. Box 1088Artesia, CA 90702",Artesia,CA,90702,562-869-1070,https://www.stfrancismedicalcenter.com/find-a-provider/bhavik-v-thakkar-md/
"Mark C.. Tsai, MD",Internal Medicine,,"16415 S. Colorado Ave, Suite 101 Paramount, CA 90723",,"16415 S. Colorado Ave, Suite 101 Paramount, CA 90723",Paramount,CA,90723,562-634-6341,https://www.stfrancismedicalcenter.com/find-a-provider/mark-c-tsai-md/
"Denacel Tolentino, NP",Critical Care Medicine,,"Pulmonary Consultants and Wellness Center, Inc.8540 South Sepulveda Blvd, Suite 1010 Los Angeles, CA 90045","Pulmonary Consultants and Wellness Center, Inc.","8540 South Sepulveda Blvd, Suite 1010 Los Angeles, CA 90045",Los Angeles,CA,90045,310-295-0075,https://www.stfrancismedicalcenter.com/find-a-provider/denacel-tolentino-np/
"Tony K.. Tseng, MD",Internal Medicine,,"Applecare Hospitalist Medical GroupP.O. Box 1088Artesia, CA 90702",Applecare Hospitalist Medical Group,"P.O. Box 1088Artesia, CA 90702",Artesia,CA,90702,562-869-1070,https://www.stfrancismedicalcenter.com/find-a-provider/tony-k-tseng-md/
"Jose F.. Torreblanca, DO",Pediatrics,,"10001 California Ave.South Gate, CA 90280",,"10001 California Ave.South Gate, CA 90280",South Gate,CA,90280,323-564-4408,https://www.stfrancismedicalcenter.com/find-a-provider/jose-f-torreblanca-do/
"Thuc B.. Tu, MD",Nephrology,Internal Medicine,"6552 Bolsa Ave., Suite N Huntington Beach, CA 92647",,"6552 Bolsa Ave., Suite N Huntington Beach, CA 92647",Huntington Beach,CA,92647,714-898-9635,https://www.stfrancismedicalcenter.com/find-a-provider/thuc-b-tu-md/
"Ngoc-Tram G.. Tran, DO",Nephrology,Internal Medicine,"ProHealth Partners A Medical Group, Inc.2888 Long Beach Blvd., Suite 235 Long Beach, CA 90806","ProHealth Partners A Medical Group, Inc.","2888 Long Beach Blvd., Suite 235 Long Beach, CA 90806",Long Beach,CA,90806,562-424-4447,https://www.stfrancismedicalcenter.com/find-a-provider/ngoc-tram-g-tran-do/
"Kyaw N.. Tun, DO",Diagnostic Radiology,Neuroradiology,"Advanced TeleRadiologyP.O. Box 53803Irvine, CA 92603",Advanced TeleRadiology,"P.O. Box 53803Irvine, CA 92603",Irvine,CA,92603,888-225-0628,https://www.stfrancismedicalcenter.com/find-a-provider/kyaw-n-tun-do/
"Wilbur Troutman, MD",Obstetrics and Gynecology,,"3660 E. Imperial Hwy.Lynwood, CA 90262",,"3660 E. Imperial Hwy.Lynwood, CA 90262",Lynwood,CA,90262,310-631-9988,https://www.stfrancismedicalcenter.com/find-a-provider/wilbur-troutman-md/
"Nnaemeka C.. Udoh, MD",General Surgery,,"3314 W. Vernon Ave.Los Angeles, CA 90008",,"3314 W. Vernon Ave.Los Angeles, CA 90008",Los Angeles,CA,90008,323-298-0455,https://www.stfrancismedicalcenter.com/find-a-provider/nnaemeka-c-udoh-md/
"Grace J.. Trujillo-Gerardo, Tech",Psychiatry,,"PET Team3630 E. Imperial Highway, Behavioral Health Department Lynwood, CA 90262",PET Team,"3630 E. Imperial Highway, Behavioral Health Department Lynwood, CA 90262",Lynwood,CA,90262,310-900-8210,https://www.stfrancismedicalcenter.com/find-a-provider/grace-j-trujillo-gerardo-tech/
"Chinedu Ugorji, MD",Internal Medicine,,"Medical Office of Chinedu Ugorji16660 Parmount Blvd., Suite 208 Paramount, CA 90723",Medical Office of Chinedu Ugorji,"16660 Parmount Blvd., Suite 208 Paramount, CA 90723",Paramount,CA,90723,562-408-0131,https://www.stfrancismedicalcenter.com/find-a-provider/chinedu-ugorji-md/
"Stacey D.. Valdez, DPM",Podiatrist,,"3616 E. 1st St.Los Angeles, CA 90063",,"3616 E. 1st St.Los Angeles, CA 90063",Los Angeles,CA,90063,323-264-6157,https://www.stfrancismedicalcenter.com/find-a-provider/stacey-d-valdez-dpm/
"Danielle B.. Unrein, DNP",Nurse Practitioner,,"Alliance for Wellness / SoCal Mental Health14860 Roscoe Blvd, Suite 307 Panorama City, CA 91402",Alliance for Wellness / SoCal Mental Health,"14860 Roscoe Blvd, Suite 307 Panorama City, CA 91402",Panorama City,CA,91402,747-998-0387,https://www.stfrancismedicalcenter.com/find-a-provider/danielle-b-unrein-dnp/
"Eugene T.. Van, DO",Pulmonary Medicine,Internal Medicine,"Pulmonary Consultants and Wellness Center, Inc.8540 South Sepulveda Blvd, Suite 1010 Los Angeles, CA 90045","Pulmonary Consultants and Wellness Center, Inc.","8540 South Sepulveda Blvd, Suite 1010 Los Angeles, CA 90045",Los Angeles,CA,90045,310-295-0075,https://www.stfrancismedicalcenter.com/find-a-provider/eugene-t-van-do/
"Miguel A.. Unzueta, MD",Ophthalmology,,"Mercy Eye Care5750 Downey Ave., Suite 101 Lakewood, CA 90712",Mercy Eye Care,"5750 Downey Ave., Suite 101 Lakewood, CA 90712",Lakewood,CA,90712,562-866-8293,https://www.stfrancismedicalcenter.com/find-a-provider/miguel-a-unzueta-md/
"Alejandro Varela, PA",Physician Assistant,,"Vituity3630 E. Imperial Hwy., Emergency Department Lynwood, CA 90262",Vituity,"3630 E. Imperial Hwy., Emergency Department Lynwood, CA 90262",Lynwood,CA,90262,310-900-4534,https://www.stfrancismedicalcenter.com/find-a-provider/alejandro-varela-pa/
"Kristen R.. Uquillas, MD",Maternal Fetal Medicine,Obstetrics and Gynecology,"4201 Torrance Blvd, Suite 540Torrance, CA 90503",,"4201 Torrance Blvd, Suite 540Torrance, CA 90503",Torrance,CA,90503,917-846-5688,https://www.stfrancismedicalcenter.com/find-a-provider/kristen-r-uquillas-md/
"Alyssa Vasquez, PA",Physician Assistant,,"Vituity3630 E. Imperial Hwy., Emergency Department Lynwood, CA 90262",Vituity,"3630 E. Imperial Hwy., Emergency Department Lynwood, CA 90262",Lynwood,CA,90262,310-900-4534,https://www.stfrancismedicalcenter.com/find-a-provider/alyssa-vasquez-pa/
"Cherry C.. Uy, MD",Neonatal-Perinatal Medicine,Pediatrics,"UC Irvine Medical Center333 City Blvd, Suite 850 Orange, CA 92868",UC Irvine Medical Center,"333 City Blvd, Suite 850 Orange, CA 92868",Orange,CA,92868,714-456-6933,https://www.stfrancismedicalcenter.com/find-a-provider/cherry-c-uy-md/
"Shannon M.. Voss, PA",Physician Assistant,,"Vituity3630 E. Imperial Hwy., Emergency Department Lynwood, CA 90262",Vituity,"3630 E. Imperial Hwy., Emergency Department Lynwood, CA 90262",Lynwood,CA,90262,310-900-4534,https://www.stfrancismedicalcenter.com/find-a-provider/shannon-m-voss-pa/
"Kimberly R.. Vail, RN",Psychiatry,,,,,,,,310-900-8210,https://www.stfrancismedicalcenter.com/find-a-provider/?fbclid=IwAR0Gwi2H4D1uqJTOQnCsPcbGhf8EH8_B7z-ZdbsPr8xsMN-9TbY4E-EoPc4
"Randy E.. Woo, MD",Emergency Medicine,,"Vituity3630 E. Imperial Hwy., Emergency Department Lynwood, CA 90262",Vituity,"3630 E. Imperial Hwy., Emergency Department Lynwood, CA 90262",Lynwood,CA,90262,310-900-4525,https://www.stfrancismedicalcenter.com/find-a-provider/randy-e-woo-md/
"Daniel Walk, PA",Physician Assistant,Wound Care,"250 N Robertson Blvd Suite 104-1CBeverly Hills, CA 90211",,"250 N Robertson Blvd Suite 104-1CBeverly Hills, CA 90211",Beverly Hills,CA,90211,310-919-4179,https://www.stfrancismedicalcenter.com/find-a-provider/daniel-walk-pa/
"James T.. Wu, MD",Thoracic Surgery,General Surgery,"So Cal Thoracic Surgical Associates, Inc.260 S. Los Robles Ave, Suite 118 Pasadena, CA 91101","So Cal Thoracic Surgical Associates, Inc.","260 S. Los Robles Ave, Suite 118 Pasadena, CA 91101",Pasadena,CA,91101,626-666-5820,https://www.stfrancismedicalcenter.com/find-a-provider/james-t-wu-md/
"Olukemi A.. Wallace, MD",Hematology/Oncology,Internal Medicine,"2220 W. Manchester Blvd.Inglewood, CA 90305",,"2220 W. Manchester Blvd.Inglewood, CA 90305",Inglewood,CA,90305,310-644-8400,https://www.stfrancismedicalcenter.com/find-a-provider/olukemi-a-wallace-md/
"Sasan Yadegar, MD",Neurological Surgery,,"575 E. Hardy St., #220Inglewood, CA 90301",,"575 E. Hardy St., #220Inglewood, CA 90301",Inglewood,CA,90301,310-673-7724,https://www.stfrancismedicalcenter.com/find-a-provider/sasan-yadegar-md/
"Jamie M.. Weiss, MD",Cardiovascular Disease,Internal Medicine,"Cardio Medical Consultants Group3737 MLK Jr. Blvd., Suite 401 Lynwood, CA 90262",Cardio Medical Consultants Group,"3737 MLK Jr. Blvd., Suite 401 Lynwood, CA 90262",Lynwood,CA,90262,310-604-0443,https://www.stfrancismedicalcenter.com/find-a-provider/jamie-m-weiss-md/
